Title,Event start,Event end,Category 1,Category 2,Location
Please Like Me,2016/07/20,2016/07/20,Filming - TV Series,,"Carlton Gardens, Other Park Locations"
The Leftovers,2016/07/27,2016/07/27,Filming - TV Series,,"Flinders Street, Hosier Lane, Rutledge Lane"
Grand Designs Australia,2016/08/03,2016/08/03,Filming - TV Series,,Inner Suburb Locations
Warner Brothers Tvs,2016/08/05,2016/08/05,Filming - TV Series,,Kings Domain
Wentworth,2016/08/22,2016/08/22,Filming - TV Series,,Russell Street
Sisters,2016/08/29,2016/08/29,Filming - TV Series,,Other Park Locations
Sisters,2016/08/30,2016/08/30,Filming - TV Series,,"Treasury Gardens, Inner Suburb Locations"
Newtons Law,2016/08/31,2016/08/31,Filming - TV Series,,Exhibition Street
The Leftovers,2016/09/01,2016/09/08,Filming - TV Series,,"Little Bourke Street, Inner Suburb Locations"
Newtons Law,2016/09/08,2016/09/08,Filming - TV Series,,"Spring Street, Inner Suburb Locations"
Dogfight,2016/09/12,2016/09/13,Filming - TV Series,,"Cohen Place, Smythe Lane"
Newtons Law,2016/09/19,2016/09/20,Filming - TV Series,,"La Trobe Street, Russell Street"
The Today Show,2016/09/28,2016/09/29,Filming - TV Series,,Birrarung Marr
The Block,2016/11/11,2016/11/11,Filming - TV Series,,Swanston Street
2pm Wild Beat,2016/11/11,2016/11/17,Filming - TV Series,,"Flinders Lane, Flinders Street, Queen Street, Russell Street, Spencer Street, Inner Suburb Locations, Franklin Street, Degraves Street, Hardware Lane, Hosier Lane, Rutledge Lane, Tattersalls Lane"
The Warriors,2016/11/15,2016/11/15,Filming - TV Series,,Alexandra Gardens
Power Couples,2016/11/23,2016/11/23,Filming - TV Series,,Evan Walker Bridge
Masterchef 9,2016/11/28,2016/11/28,Filming - TV Series,,Bridges
Persil Online,2016/11/29,2016/11/29,Filming - TV Series,,Parks
Masterchef 9,2016/11/30,2016/11/30,Filming - TV Series,,"Alexandra Gardens, St Kilda Road, Bridges"
Power Couples,2016/12/10,2016/12/10,Filming - TV Series,,Inner Suburb Locations
Power Couples,2016/12/12,2016/12/12,Filming - TV Series,,Evan Walker Bridge
The Project,2016/12/16,2016/12/16,Filming - TV Series,,"Bourke Street, Bourke St Mall - next to Tourism booth"
Spot Jobs TVC,2014/04/26,2014/05/11,Filming - TVC,,Bank Place
Glitch 2,2017/01/30,2017/01/31,Filming - TV Series,,"Other Park Locations, Exhibition Street, Flinders Street, Inner Suburb Locations"
Ronny Chieng: International Student,2017/02/13,2017/02/13,Filming - TV Series,,Inner Suburb Locations
Chaperones,2017/02/15,2017/02/15,Filming - TV Series,,Inner Suburb Locations
Utopia 3,2017/03/09,2017/03/09,Filming - TV Series,,Inner Suburb Locations
Utopia 3,2017/03/16,2017/03/16,Filming - TV Series,,Franklin Street
Utopia 3,2017/03/23,2017/03/23,Filming - TV Series,,Inner Suburb Locations
Offspring S7,2017/03/24,2017/03/24,Filming - TV Series,,Other Park Locations
Mustangs Fc,2017/03/31,2017/04/12,Filming - TV Series,,"Fawkner Park, Parks"
Filming - Offspring S7,2017/04/04,2017/04/04,Filming - TV Series,,Inner Suburb Locations
The Real Housewives Of Melbourne,2017/04/12,2017/04/12,Filming - TV Series,,Birrarung Marr
Offspring S7,2017/04/20,2017/04/20,Filming - TV Series,,Fitzroy Gardens
Miss Fishers Murder Mysteries,2014/12/15,2014/12/15,Filming - TV Series,Filming - Unit,Inner Suburb Locations
Jack Irish Unit Base,2015/08/24,2015/08/24,Filming - TV Series,Filming - Unit,Treasury Gardens
Jack Irish,2015/09/02,2015/09/02,Filming - TV Series,Filming - Unit,"Treasury Gardens, Inner Suburb Locations, Bond Street"
Offspring,2016/06/08,2016/06/08,Filming - TV Series,Filming - Unit,"Fitzroy Gardens, Other Park Locations, Inner Suburb Locations"
Dogfight,2016/08/21,2016/08/21,Filming - TV Series,Filming - Unit,"Flagstaff Gardens, Bank Place"
Newtons Law,2016/11/02,2016/11/03,Filming - TV Series,Filming - Unit,"Argyle Square Stage Only, Other Park Locations, La Trobe Street, Russell Street, Piazza Italia"
Dr Blake Unit Base,2016/11/04,2016/11/04,Filming - TV Series,Filming - Unit,Royal Park
Westpac Tvc,2014/01/08,2014/01/09,Filming - TVC,,Meyers Place (Green Laneway)
Ford Ecosport TVC,2014/01/31,2014/02/02,Filming - TVC,,"Little Bourke Street, Little Collins Street, Baptist Place, Flanigan Lane, Guildford Lane (Green Laneway(, Howitt Lane, Kirks Lane, McLean Alley, McIlwraith Place, Meyers Place (Green Laneway), Niagara Lane, Penfold Place, Ridgway Place, Royal Lane, Russell Place, Straughton Lane, Sutherland Street, Throssell Lane, Windsor Place"
Rugby Tvc,2014/02/03,2014/02/03,Filming - TVC,,Crossley Street
Coles TVC,2014/02/13,2014/02/13,Filming - TVC,,City Square
Hyundai Sonata Tvc,2014/02/18,2014/02/22,Filming - TVC,,"Other Park Locations, Flinders Lane, Spring Street, Inner Suburb Locations"
Target Ambassador TVC,2014/02/19,2014/02/25,Filming - TVC,,"Other Park Locations, Inner Suburb Locations"
Bonds TVC,2014/02/22,2014/02/24,Filming - TVC,,Flagstaff Gardens
Jess Ranch,2014/02/25,2014/02/25,Filming - TVC,,"Little Bourke Street, Bridges"
Jeep Tvc,2014/02/26,2014/02/27,Filming - TVC,,Inner Suburb Locations
Host Plus Tvc,2014/02/28,2014/02/28,Filming - TVC,,Treasury Gardens
TAC TVC,2014/03/25,2014/03/25,Filming - TVC,,Exhibition Street
Tourism Australia,2014/03/26,2014/03/26,Filming - TVC,,"Bridges, Centre Place, Degraves Street, Hosier Lane"
Samsung NX30 TVC,2014/04/01,2014/04/02,Filming - TVC,,Southbank Promenade
Toyota Lexus TVC,2014/04/06,2014/04/06,Filming - TVC,,"Promotional Sites, Roads / Public Access Spaces"
Honda TVC,2014/04/22,2014/04/24,Filming - TVC,,"Flinders Lane, Little Collins Street"
Samsung TVC,2014/05/03,2014/05/03,Filming - TVC,,Birrarung Marr
Seven News Promos,2014/05/14,2014/05/15,Filming - TVC,,Evan Walker Bridge
Target Promo,2014/06/05,2014/06/05,Filming - TVC,,Alexandra Gardens
Honda Jazz TVC,2014/06/20,2014/06/21,Filming - TVC,,Inner Suburb Locations
Mitsubishi Asx Tvc,2014/06/21,2014/06/22,Filming - TVC,,"Little Collins Street, Roads / Public Access Spaces"
ALP TVC,2014/07/01,2014/07/02,Filming - TVC,,Alexandra Gardens
Nissan Qashqai TVC,2014/07/08,2014/07/08,Filming - TVC,,Promotional Sites
Realestate.com.au TVC,2014/07/17,2014/07/18,Filming - TVC,,Inner Suburb Locations
MYOB Escape Plan,2014/07/18,2014/07/18,Filming - TVC,,"Little Bourke Street, Hardware Lane"
Australia Post TVC,2014/07/18,2014/07/18,Filming - TVC,,Little Collins Street
MSFW TVC,2014/07/24,2014/07/24,Filming - TVC,,Masons Lane
Medibank TVC,2014/08/02,2014/08/02,Filming - TVC,,"Kings Domain, Collins Street"
Youi 'Fastest Growing' TVC,2014/08/05,2014/08/05,Filming - TVC,,Inner Suburb Locations
Cricket World Cup Tvc,2014/08/07,2014/08/07,Filming - TVC,,Other Laneways/Places/Alleys
U By Kotek,2014/08/23,2014/08/23,Filming - TVC,,"Flinders Lane, Little Lonsdale Street, William Street, Inner Suburb Locations, Street Locations"
TAC Commercial,2014/08/30,2014/09/01,Filming - TVC,,Inner Suburb Locations
Mitsubishi Tvc,2014/09/05,2014/09/06,Filming - TVC,,"Little Collins Street, Church Lane, McKillop Street, Promotional Sites, Roads / Public Access Spaces"
Suzuki Swift Tvc,2014/09/07,2014/09/07,Filming - TVC,,"Collins Street, Exhibition Street, Flinders Street, Queen Street, Spencer Street, Spring Street, Drewery Lane - Do Not Book, Gallaghers Place, Goldie Place, Heffernan Lane, Lt Queen Street, McKillop Street, Niagara Lane"
Ford TVC,2014/09/10,2014/09/11,Filming - TVC,,"Other Park Locations, Inner Suburb Locations"
Mazda TVC,2014/09/19,2014/09/20,Filming - TVC,,"Flagstaff Gardens, Little Collins Street, Street Locations, Roads / Public Access Spaces"
Subaru Tvc,2014/10/31,2014/11/01,Filming - TVC,,"Little Bourke Street, Inner Suburb Locations, Crombie Lane"
Mazda TVC,2014/11/22,2014/11/23,Filming - TVC,,"Flinders Lane, Flinders Street, Spring Street"
Asus Zen Book TVC,2014/12/05,2014/12/05,Filming - TVC,,McKillop Street
Keno Lets Play,2014/12/16,2014/12/17,Filming - TVC,,"Little Bourke Street, Bridges, Southbank Promenade, Campbell Arcade, Centre Place, Cohen Place, Union Lane"
Kia Stills Shoot,2014/12/21,2014/12/21,Filming - TVC,,Collins Street
Saxo Bank Tvc,2015/01/13,2015/01/13,Filming - TVC,,Lonsdale Street
Australian Unity Tvc,2015/01/15,2015/01/15,Filming - TVC,,Bridges
Holden Tvc,2015/01/15,2015/01/17,Filming - TVC,,"Little Collins Street, Queen Street, William Street, Roads / Public Access Spaces"
Bmw Plate Shots,2015/01/17,2015/01/18,Filming - TVC,,"Flinders Lane, Inner Suburb Locations, Roads / Public Access Spaces"
Mazda Tvc,2015/01/19,2015/01/19,Filming - TVC,,"Promotional Sites, Roads / Public Access Spaces"
Apia Tvc,2015/01/21,2015/01/21,Filming - TVC,,Fawkner Park
Mazda Tvc,2015/02/07,2015/02/07,Filming - TVC,,"Alexandra Gardens, Birrarung Marr, Roads / Public Access Spaces"
Shiver Tvc,2015/02/09,2015/02/10,Filming - TVC,,Elizabeth Street
Ford Tvc,2015/02/09,2015/02/15,Filming - TVC,,"Spring Street, Bridges"
Grand Central Marketing Film,2015/02/09,2015/02/09,Filming - TVC,,Fawkner Park
Bank Of Melbourne Tvc,2015/02/12,2015/02/13,Filming - TVC,,Campbell Arcade
Toyota Tvc,2015/02/13,2015/02/14,Filming - TVC,,"La Trobe Street, Little Bourke Street, Little Collins Street, Bridges"
Mazda Tvc Photography,2015/02/20,2015/02/20,Filming - TVC,,Treasury Gardens
Toyota Tvc,2015/03/16,2015/03/19,Filming - TVC,,"Alexandra Gardens, Birrarung Marr, Kings Domain, Roads / Public Access Spaces"
Cash Converters,2015/03/21,2015/03/21,Filming - TVC,,"Little Collins Street, Church Lane"
Honda Accord Hybrid,2015/03/24,2015/03/25,Filming - TVC,,Roads / Public Access Spaces
Afl 9's Tvc,2015/04/13,2015/04/13,Filming - TVC,,Fawkner Park
Victoria University Tv Commercial,2015/04/22,2015/04/22,Filming - TVC,,Batman Park
Holden Captiva & Trax Tvc,2015/04/22,2015/04/23,Filming - TVC,,"Inner Suburb Locations, Roads / Public Access Spaces"
Jetstar,2015/05/28,2015/05/29,Filming - TVC,,Bridges
Holden Colorado Tvc,2015/06/11,2015/06/11,Filming - TVC,,"All Other Spaces, Roads / Public Access Spaces"
Suzuki Vitara Tvc,2015/06/13,2015/06/13,Filming - TVC,,"Exhibition Street, Flinders Lane, Flinders Street, Queen Street, Spring Street, William Street, Roads / Public Access Spaces"
Mitsubishi Asx Tvc,2015/06/27,2015/06/27,Filming - TVC,,"Little Bourke Street, Little Collins Street, Queen Street, Roads / Public Access Spaces"
Westpac Get Cash Corporate Video,2015/07/08,2015/07/09,Filming - TVC,,"Bourke Street, Russell Street, Inner Suburb Locations"
Jetstar Tvc,2015/07/18,2015/07/18,Filming - TVC,,St Kilda Road
Audi Q7 TVC,2015/07/23,2015/07/24,Filming - TVC,,"Collins Street, La Trobe Street, Little Collins Street, William Street, Church Lane, Harbour Esplanade, Roads / Public Access Spaces"
Mitsubishi Phev Tvc,2015/07/25,2015/07/25,Filming - TVC,,"Flinders Lane, Little Bourke Street, Russell Street, Spencer Street, William Street, Roads / Public Access Spaces"
Tennis 2016,2015/08/10,2015/08/10,Filming - TVC,,Hosier Lane
Mitsubishi Outlander Tvc,2015/08/15,2015/08/15,Filming - TVC,,"Collins Street, Queen Street, William Street, Bridges, Inner Suburb Locations, Roads / Public Access Spaces"
Australia Post Tvc,2015/08/25,2015/08/25,Filming - TVC,,Elizabeth Street
Bank Australia TVC,2015/09/04,2015/09/04,Filming - TVC,,Princes Park
Honda Tvc,2015/10/17,2015/10/17,Filming - TVC,,"Bridges, Inner Suburb Locations"
Qantas Safety Film,2015/11/30,2015/11/30,Filming - TVC,,
Sportsgirl Demin Sparkler,2015/12/02,2015/12/02,Filming - TVC,,"Bridges, Southbank Promenade, Northbank Promenade, Queensbridge Square , Southbank Spillway , Evan Walker Bridge"
Worksafe Tvc,2015/12/12,2015/12/12,Filming - TVC,,Flagstaff Gardens
Gmhba Tvc,2015/12/15,2015/12/16,Filming - TVC,,Inner Suburb Locations
Kia K7 Tvc,2015/12/19,2015/12/20,Filming - TVC,,"Promotional Sites, Roads / Public Access Spaces"
Fair And Lovely,2016/01/16,2016/01/16,Filming - TVC,,"Little Bourke Street, Spencer Street, William Street"
Ssangyong Tvc,2016/01/17,2016/01/17,Filming - TVC,,"Promotional Sites, Roads / Public Access Spaces"
John West Tvc,2016/01/25,2016/01/25,Filming - TVC,,Southbank Spillway
Jins Eyewear Tvc 2016,2016/02/10,2016/02/10,Filming - TVC,,Treasury Gardens
Malt District,2016/02/22,2016/02/22,Filming - TVC,,Bridges
Audi/hawks,2016/03/16,2016/03/17,Filming - TVC,,"Little Bourke Street, Crombie Lane, Gresham Street"
Mazda Eofy Tvc,2016/04/08,2016/04/09,Filming - TVC,,"Little Collins Street, Queen Street, Inner Suburb Locations, Church Lane, Other Laneways/Places/Alleys"
Holden Commodore,2016/04/16,2016/04/18,Filming - TVC,,"Exhibition Street, La Trobe Street, Queen Street, Wills Street, Roads / Public Access Spaces"
Papillons Property Investment,2016/04/19,2016/04/19,Filming - TVC,,"Birrarung Marr, Fawkner Park, Collins Street, Southbank Promenade, Promotional Sites"
Honda Civic Tvc,2016/04/26,2016/04/27,Filming - TVC,,"Parks, Roads / Public Access Spaces"
Girls Make Your Move,2016/05/11,2016/05/13,Filming - TVC,,"Fawkner Park, FP - Cricket Nets"
Centrum Tv Commercial,2016/05/14,2016/05/14,Filming - TVC,,Alexandra Gardens
Sportsbet,2016/06/01,2016/06/02,Filming - TVC,,Inner Suburb Locations
Mazda 3 Tvc,2016/06/18,2016/06/19,Filming - TVC,,"Birrarung Marr, Exhibition Street, William Street, Inner Suburb Locations, Roads / Public Access Spaces"
Woolworths Sunday Roast,2016/06/24,2016/06/25,Filming - TVC,,"Other Park Locations, Inner Suburb Locations"
Nissan Tvc,2016/07/12,2016/07/12,Filming - TVC,,"Crossley Street, Godfrey Street"
Auskick Mini Legends,2016/07/14,2016/07/14,Filming - TVC,,Parks
Tourism Nt Tvc,2016/07/19,2016/07/19,Filming - TVC,,"Fawkner Park, FP - Cordner_T1_T2_T3_F2_Ct3, Fawkner Park"
Dan Murphys Tvc,2016/07/22,2016/07/22,Filming - TVC,,"Promotional Sites, Roads / Public Access Spaces"
6 Degrees Of Separation,2016/08/19,2016/08/20,Filming - TVC,,"Birrarung Marr, Collins Street, Degraves Street, Hosier Lane, Bourke St Mall - next to Tourism booth"
Itterassyai,2016/08/20,2016/08/23,Filming - TVC,,"Bourke Street, Swanston Street, Bridges, Southbank Promenade, Inner Suburb Locations"
Toyota Hybrid Tvc,2016/08/21,2016/08/21,Filming - TVC,,Roads / Public Access Spaces
Mini Legends,2016/08/24,2016/08/24,Filming - TVC,,"FP - Cordner_T1_T2_T3_F2_Ct3, Fawkner Park"
Cricket Australia,2016/08/30,2016/08/30,Filming - TVC,,Inner Suburb Locations
Melbourne Food And Wine Festival,2016/09/07,2016/09/08,Filming - TVC,,"Southbank Promenade, Inner Suburb Locations"
Interflora Christmas 2016,2016/10/26,2016/10/26,Filming - TVC,,Rankins Lane
2xu Visibility,2016/10/29,2016/10/29,Filming - TVC,,"Bridges, Promotional Sites, Roads / Public Access Spaces"
Optus Anytime Cricket,2016/11/08,2016/11/08,Filming - TVC,,Queensbridge Square
Honda Civic,2016/11/23,2016/11/23,Filming - TVC,,Parks
Super Saturday,2016/12/15,2016/12/15,Filming - TVC,,Kings Domain
Tac Cycling Safety,2016/12/20,2016/12/20,Filming - TVC,,Inner Suburb Locations
Toyota Kluger,2017/01/14,2017/01/15,Filming - TVC,,"Treasury Gardens, Flinders Lane, Little Bourke Street, Little Collins Street, William Street, Inner Suburb Locations"
Hyundai (car Tvc),2017/01/14,2017/01/15,Filming - TVC,,"Collins Street, Elizabeth Street, Little Bourke Street, Lonsdale Street, William Street, Roads / Public Access Spaces"
Honda City Brochure,2017/01/21,2017/01/22,Filming - TVC,,Inner Suburb Locations
8 Bar Iced Coffee,2017/01/21,2017/01/22,Filming - TVC,,"Katherine Place (Green Laneway), Mercantile Place"
Pure Blonde,2017/02/01,2017/02/01,Filming - TVC,,"Inner Suburb Locations, Roads / Public Access Spaces"
Commercial,2017/02/01,2017/02/01,Filming - TVC,,Fawkner Park
M&ms,2017/02/04,2017/02/11,Filming - TVC,,Flinders Lane
Holden Trax Mobile Interaction,2017/02/10,2017/02/11,Filming - TVC,,"Alexandra Gardens, Roads / Public Access Spaces"
Agl Tvc,2017/02/18,2017/02/18,Filming - TVC,,"Collins Street, La Trobe Street, Spring Street, William Street, Promotional Sites, Roads / Public Access Spaces"
Mazda 2,2017/02/21,2017/02/24,Filming - TVC,,"Little Bourke Street, Alfred Place, Parks, Roads / Public Access Spaces"
Za,2017/03/17,2017/03/17,Filming - TVC,,"Other Park Locations, Spring Street"
Holden Running Tvc,2017/03/18,2017/03/19,Filming - TVC,,"Little Bourke Street, Queen Street, St Kilda Road, Inner Suburb Locations, Other Laneways/Places/Alleys, Roads / Public Access Spaces"
Nissan,2017/03/25,2017/03/26,Filming - TVC,,"Little Lonsdale Street, Bennetts Lane"
Nissan Pickups,2017/04/18,2017/04/18,Filming - TVC,,"Franklin Street, Parks"
Telstra Wifi Payphone Switch On,2014/11/19,2014/11/19,Filming -- Other,,Other Park Locations
Victoria Police,2017/01/05,2017/01/06,Filming - TVC,Filming - Other,"Flinders Street, Inner Suburb Locations, Parks"
Sunglass Hut,2016/04/20,2016/04/21,Filming - TVC,Filming - Photo shoot,"Flinders Street, Duckboard Place"
Skyjump Stills Photography,2016/11/24,2016/11/29,Filming - TVC,Filming - Photo shoot,"Little Bourke Street, Spencer Street, William Street, Inner Suburb Locations, Street Locations"
Shane Delia's Moorish Journey TVC,2015/10/05,2015/10/06,Filming - TVC,Filming - TV Series,Bond Street
Honda Tvc,2016/11/05,2016/11/06,Filming - TVC,Filming - Unit Base,"Other Park Locations, Inner Suburb Locations"
Wentworth,2014/02/03,2014/02/03,Filming - Unit Base,,Fawkner Park
House Husbands,2014/02/20,2014/02/20,Filming - Unit Base,,Other Park Locations
Time Of Our Lives,2014/02/27,2014/02/27,Filming - Unit Base,,"Other Park Locations, Inner Suburb Locations"
House Husbands,2014/03/18,2014/03/18,Filming - Unit Base,,Other Park Locations
Sucker,2014/04/03,2014/04/03,Filming - Unit Base,,Royal Park
Sucker,2014/04/14,2014/04/14,Filming - Unit Base,,Royal Park
The Moon And The Sun,2014/05/01,2014/05/03,Filming - Unit Base,,Other Park Locations
Sucker,2014/05/02,2014/05/03,Filming - Unit Base,,Royal Park
Party Tricks,2014/05/15,2014/05/16,Filming - Unit Base,,Other Park Locations
It's A Date - Series 2,2014/05/20,2014/05/21,Filming - Unit Base,,Flagstaff Gardens
Party Tricks,2014/06/23,2014/06/24,Filming - Unit Base,,Princes Park
It's A Date Series 2,2014/06/25,2014/06/25,Filming - Unit Base,,Other Park Locations
Arthritis Victoria TVC (Unit Base),2014/07/26,2014/07/26,Filming - Unit Base,,"Other Park Locations, Spring Street"
Holding The Man,2014/09/08,2014/09/08,Filming - Unit Base,,Other Park Locations
Miss Fisher Murder Mysteries Series 3,2014/11/14,2014/11/14,Filming - Unit Base,,Royal Park
Holding The Man (Unit Base),2014/12/04,2014/12/04,Filming - Unit Base,,Fawkner Park
Childhood's End (Unit Base),2014/12/05,2014/12/05,Filming - Unit Base,,Other Park Locations
Holding The Man (Unit Base),2014/12/05,2014/12/08,Filming - Unit Base,,Royal Park
Miss Fishers Murder Mysteries,2014/12/09,2014/12/11,Filming - Unit Base,,Tom's Block
Childhoods End Unit Base,2015/02/13,2015/02/13,Filming - Unit Base,,Alexandra Gardens
Telstra WiFi Nation,2014/09/30,2014/09/30,Promotion,,Bourke Street
Foxtel Sketch Comedy Unit Base,2015/03/23,2015/03/23,Filming - Unit Base,,Flagstaff Gardens
Afl Season Launch,2015/03/25,2015/03/26,Filming - Unit Base,,Promotional Sites
